areaid,date,avg_temp,prec
101251507,2015-7-19,24.6,7.2
101251507,2015-7-20,24.6,4
101251507,2015-7-21,24.5,5
101251507,2015-7-22,24.6,2.9
101251507,2015-7-23,24.8,5.7
101251507,2015-7-24,24.6,7.2
101251507,2015-7-25,24.1,5.1
101251507,2015-7-26,23.9,3.7
101251507,2015-7-27,29,0.6
101121705,2015-6-18,28,0
101121705,2015-6-19,26.5,0
101121705,2015-6-20,26.7,0
101121705,2015-6-21,28.6,0
101121705,2015-6-22,29.2,0
101121705,2015-6-23,30.1,0
101121705,2015-6-24,30,0
101121705,2015-6-25,28.3,0
101121705,2015-6-26,26.7,0
101121705,2015-6-27,27.1,0
101121705,2015-6-28,28.1,0
101121705,2015-6-29,27.2,3.9
101121705,2015-6-30,26.7,5.7
101121705,2015-7-1,27,6.6
101121705,2015-7-2,27.5,2.4
101121705,2015-7-3,28.2,0
101121705,2015-7-4,29,1.4
101121705,2015-7-5,29.2,10
101121705,2015-7-6,29.2,1.9
101121705,2015-7-7,29.2,1.5
101121705,2015-7-8,29.2,0
101121705,2015-7-9,28.9,1.8
101121705,2015-7-10,28.7,3.1
101121705,2015-7-11,29.1,4.2
101121705,2015-7-12,28.7,3.5
101121705,2015-7-13,29.2,2
101121705,2015-7-14,29.8,1.2
101121705,2015-7-15,29.7,5.4
101121705,2015-7-16,29.8,1.8
101121705,2015-7-17,30.1,2.6
101121705,2015-7-18,29.2,6.5
101121705,2015-7-19,29.3,2.1
101121705,2015-7-20,29.7,2.2
101121705,2015-7-21,30.3,1.8
101121705,2015-7-22,30,4.5
101121705,2015-7-23,29.7,4.1
101121705,2015-7-24,29.3,2.6
101121705,2015-7-25,28.8,4.9
101121705,2015-7-26,28.8,1.7
101121705,2015-7-27,28.6,0.2
101250105,2015-6-18,23.2,13.4
101250105,2015-6-19,22.8,6
101250105,2015-6-20,23.7,15.5
101250105,2015-6-21,22.2,19.3
101250105,2015-6-22,22.7,0
101250105,2015-6-23,24.6,6.4
101250105,2015-6-24,24.6,10.7
101250105,2015-6-25,25.5,8.4
101250105,2015-6-26,26.6,5.8
101250105,2015-6-27,26.7,6.8
101250105,2015-6-28,26.8,5.7
101250105,2015-6-29,27.2,4
101250105,2015-6-30,27.3,3.8
101250105,2015-7-1,27.5,3.8
101250105,2015-7-2,27.6,5.1
101250105,2015-7-3,27.6,5
101250105,2015-7-4,27.4,4.9
101250105,2015-7-5,27.4,6.4
101250105,2015-7-6,27.2,7.6
101250105,2015-7-7,26.9,7.1
101250105,2015-7-8,26.6,8.3
101250105,2015-7-9,26.7,7.8
101250105,2015-7-10,26.6,12.6
101250105,2015-7-11,26.2,8.7
101250105,2015-7-12,26.6,7.8
101250105,2015-7-13,26.5,9.1
101250105,2015-7-14,26.5,5.6
101250105,2015-7-15,27.1,5.7
101250105,2015-7-16,27.3,5.5
101250105,2015-7-17,27.6,5.7
101250105,2015-7-18,27.7,5.7
101250105,2015-7-19,27.8,5
101250105,2015-7-20,27.8,5.4
101250105,2015-7-21,27.8,5.7
101250105,2015-7-22,27.8,5.4
101250105,2015-7-23,28,3.9
101250105,2015-7-24,27.7,6.6
101250105,2015-7-25,27.5,6.9
101250105,2015-7-26,27.3,3.5
101250105,2015-7-27,30.3,0
101240504,2015-6-18,23.6,21.7
101240504,2015-6-19,22.5,8.1
101240504,2015-6-20,23.2,13.5
101240504,2015-6-21,22.3,31.5
101240504,2015-6-22,22.2,1.5
101240504,2015-6-23,24,8.4
101240504,2015-6-24,24.3,14.1
101240504,2015-6-25,25,13.5
101240504,2015-6-26,26.4,9.3
101240504,2015-6-27,26.5,9.1
101240504,2015-6-28,26.7,9
101240504,2015-6-29,27,6.9
101240504,2015-6-30,27.2,5.1
101240504,2015-7-1,27.3,6
101240504,2015-7-2,27.4,7.4
101240504,2015-7-3,27.3,7.8
101240504,2015-7-4,27.2,9.2
101240504,2015-7-5,26.9,9.1
101240504,2015-7-6,26.6,12.7
101240504,2015-7-7,26.3,10.9
101240504,2015-7-8,26.1,14.1
101240504,2015-7-9,26.2,11.6
101240504,2015-7-10,26.2,15.9
101240504,2015-7-11,25.8,15.1
101240504,2015-7-12,26,12.8
101240504,2015-7-13,26,12.1
101240504,2015-7-14,25.9,7.3
101240504,2015-7-15,26.4,7.1
101240504,2015-7-16,26.7,7.9
101240504,2015-7-17,26.9,7.4
101240504,2015-7-18,27.1,8.2
101240504,2015-7-19,27.3,7.9
101240504,2015-7-20,27.4,8.7
101240504,2015-7-21,27.2,8
101240504,2015-7-22,27.2,7.5
101240504,2015-7-23,27.2,6.4
101240504,2015-7-24,27.1,9.1
101240504,2015-7-25,26.8,11.1
101240504,2015-7-26,26.6,6.5
101240504,2015-7-27,29.4,0.6
101220904,2015-6-18,25.4,0
101220904,2015-6-19,27.1,0
101220904,2015-6-20,26.2,0
101220904,2015-6-21,25.9,0
101220904,2015-6-22,27,0
101220904,2015-6-23,27.2,0
101220904,2015-6-24,26.4,2.2
101220904,2015-6-25,24.8,4.8
101220904,2015-6-26,23.2,9.7
101220904,2015-6-27,23.7,8
101220904,2015-6-28,24.4,3.8
101220904,2015-6-29,24.7,13
101220904,2015-6-30,24.4,10.2
101220904,2015-7-1,25.1,9.6
101220904,2015-7-2,25.6,8.2
101220904,2015-7-3,26.2,7.2
101220904,2015-7-4,26.9,5.6
101220904,2015-7-5,27.2,3.8
101220904,2015-7-6,27.4,7.8
101220904,2015-7-7,27,2.1
101220904,2015-7-8,26.9,2.2
101220904,2015-7-9,26.2,8.4
101220904,2015-7-10,26.3,7.4
101220904,2015-7-11,26.9,5.2
101220904,2015-7-12,26.8,6.2
101220904,2015-7-13,27.2,1.7
101220904,2015-7-14,27.7,3.2
101220904,2015-7-15,27.9,5.4
101220904,2015-7-16,28.1,3.4
101220904,2015-7-17,28.2,5
101220904,2015-7-18,28.2,8.6
101220904,2015-7-19,28,6.5
101220904,2015-7-20,28.2,6
101220904,2015-7-21,28.3,4.1
101220904,2015-7-22,28.6,2.7
101220904,2015-7-23,28.5,5.1
101220904,2015-7-24,27.9,8.9
101220904,2015-7-25,27.4,4.1
101220904,2015-7-26,27.7,2.5
101220904,2015-7-27,28.6,1.8
101281306,2015-6-18,26.4,2.3
101281306,2015-6-19,26.3,4.7
101281306,2015-6-20,25.7,6.4
101281306,2015-6-21,25.1,11
101281306,2015-6-22,25.4,15.8
101281306,2015-6-23,25.4,21.4
101281306,2015-6-24,25.6,15.5
101281306,2015-6-25,25.5,12.6
101281306,2015-6-26,25.6,8.2
101281306,2015-6-27,25.9,6.8
101281306,2015-6-28,26.3,6.4
101281306,2015-6-29,26.4,5.7
101281306,2015-6-30,26.4,4.2
101281306,2015-7-1,26.4,3.9
101281306,2015-7-2,26.3,5.5
101281306,2015-7-3,26.3,7.4
101281306,2015-7-4,26.1,6.8
101281306,2015-7-5,26.2,9.1
101281306,2015-7-6,26.1,8.4
101281306,2015-7-7,26.2,8.6
101281306,2015-7-8,26.3,9.8
101281306,2015-7-9,26.3,10.2
101281306,2015-7-10,26.2,11.6
101281306,2015-7-11,26.1,13.3
101281306,2015-7-12,26.2,11.7
101281306,2015-7-13,26,11.7
101281306,2015-7-14,26.1,11.3
101281306,2015-7-15,25.8,15.1
101281306,2015-7-16,25.9,7.5
101281306,2015-7-17,26.1,5
101281306,2015-7-18,26.3,5.3
101281306,2015-7-19,26.4,5.4
101281306,2015-7-20,26.6,5.2
101281306,2015-7-21,26.6,8
101281306,2015-7-22,26.5,7.7
101281306,2015-7-23,26.5,8.1
101281306,2015-7-24,26.6,8.7
101281306,2015-7-25,26.4,8.9
101281306,2015-7-26,26.6,9
101281306,2015-7-27,27,27
101050404,2015-6-18,20.1,15.5
101050404,2015-6-19,19.2,7.8
101050404,2015-6-20,20.6,0
101050404,2015-6-21,20.2,5
101050404,2015-6-22,15.1,0
101050404,2015-6-23,17.8,2.6
101050404,2015-6-24,20.3,3.6
101050404,2015-6-25,20.4,4.7
101050404,2015-6-26,20.9,3.9
101050404,2015-6-27,21.4,2.6
101050404,2015-6-28,22.2,0
101050404,2015-6-29,22,2
101050404,2015-6-30,22,1.3
101050404,2015-7-1,22.8,2.2
101050404,2015-7-2,22.3,3.9
101050404,2015-7-3,21.5,5.7
101050404,2015-7-4,21.8,3.9
101050404,2015-7-5,22,5.5
101050404,2015-7-6,21.5,3.7
101050404,2015-7-7,21.2,2.4
101050404,2015-7-8,20.6,3
101050404,2015-7-9,21.8,2.5
101050404,2015-7-10,22.5,3.2
101050404,2015-7-11,22.6,2.4
101050404,2015-7-12,22.7,1.7
101050404,2015-7-13,23,1.3
101050404,2015-7-14,23.4,1.8
101050404,2015-7-15,23.9,2.3
101050404,2015-7-16,23.4,2.2
101050404,2015-7-17,23.9,5.6
101050404,2015-7-18,22.8,2.8
101050404,2015-7-19,23.6,3.1
101050404,2015-7-20,22.3,3.8
101050404,2015-7-21,21.4,7.7
101050404,2015-7-22,20.6,4.1
101050404,2015-7-23,20.9,5.2
101050404,2015-7-24,21.2,5.9
101050404,2015-7-25,21.1,5.7
101050404,2015-7-26,21.1,5.7
101050404,2015-7-27,22.2,5.5
101121001,2015-6-18,28.4,1
101121001,2015-6-19,28.2,0
101121001,2015-6-20,27,0
101121001,2015-6-21,28.5,0
101121001,2015-6-22,28.6,0
101121001,2015-6-23,29.5,0
101121001,2015-6-24,28.9,0
101121001,2015-6-25,27.1,0
101121001,2015-6-26,25.2,1.6
101121001,2015-6-27,25.9,1.9
101121001,2015-6-28,27.1,0
101121001,2015-6-29,25.8,4.2
101121001,2015-6-30,25.6,7.2
101121001,2015-7-1,26.2,7.3
101121001,2015-7-2,26.9,2.9
101121001,2015-7-3,27.5,1
101121001,2015-7-4,28.3,2.9
101121001,2015-7-5,28.9,7.1
101121001,2015-7-6,28.7,1.5
101121001,2015-7-7,28.8,1.2
101121001,2015-7-8,28.9,1.8
101121001,2015-7-9,28.3,1.3
101121001,2015-7-10,28.3,2.2
101121001,2015-7-11,28.8,4.6
101121001,2015-7-12,28.4,1.5
101121001,2015-7-13,29.1,1.2
101121001,2015-7-14,29.7,0
101121001,2015-7-15,29.5,4
101121001,2015-7-16,29.5,1.3
101121001,2015-7-17,29.7,4.1
101121001,2015-7-18,29.1,8
101121001,2015-7-19,29.2,2.3
101121001,2015-7-20,29.6,1.8
101121001,2015-7-21,30,1.3
101121001,2015-7-22,29.8,5.2
101121001,2015-7-23,29.4,4.9
101121001,2015-7-24,29.3,2.5
101121001,2015-7-25,28.9,3.2
101121001,2015-7-26,29,1.1
101121001,2015-7-27,29.7,2
101280902,2015-6-18,26.7,1.4
101280902,2015-6-19,26.6,3.6
101280902,2015-6-20,25.6,7.2
101280902,2015-6-21,25.1,9.4
101280902,2015-6-22,25.6,12.2
101280902,2015-6-23,25.6,16.6
101280902,2015-6-24,25.7,12.5
101280902,2015-6-25,25.6,10.7
101280902,2015-6-26,25.6,7.3
101280902,2015-6-27,26,6.3
101280902,2015-6-28,26.4,5.6
101280902,2015-6-29,26.5,5.1
101280902,2015-6-30,26.6,3.1
101280902,2015-7-1,26.7,2.5
101280902,2015-7-2,26.6,3.5
101280902,2015-7-3,26.6,4.2
101280902,2015-7-4,26.2,5.2
101280902,2015-7-5,26.4,5.9
101280902,2015-7-6,26.3,6.8
101280902,2015-7-7,26.4,6.9
101280902,2015-7-8,26.4,8
101280902,2015-7-9,26.4,7.8
101280902,2015-7-10,26.3,9.2
101280902,2015-7-11,26.2,10.7
101280902,2015-7-12,26.2,10.9
101280902,2015-7-13,26.1,8.8
101280902,2015-7-14,26.2,8.9
101280902,2015-7-15,25.9,9.6
101280902,2015-7-16,26.1,5.6
101280902,2015-7-17,26.2,3.9
101280902,2015-7-18,26.3,3.8
101280902,2015-7-19,26.6,5.2
101280902,2015-7-20,26.7,4.2
101280902,2015-7-21,26.5,5.1
101280902,2015-7-22,26.7,6.3
101280902,2015-7-23,26.5,6.8
101280902,2015-7-24,26.7,6.1
101280902,2015-7-25,26.4,5.7
101280902,2015-7-26,26.5,8.3
101280902,2015-7-27,28.1,6.5
101210610,2015-6-18,22.2,37.5
101210610,2015-6-19,21.3,2.5
101210610,2015-6-20,22.5,0
101210610,2015-6-21,22,25.6
101210610,2015-6-22,21.5,16.4
101210610,2015-6-23,21.3,0
101210610,2015-6-24,21.8,3.8
101210610,2015-6-25,23.1,5.8
101210610,2015-6-26,24.1,9.4
101210610,2015-6-27,25.3,10.6
101210610,2015-6-28,24.9,9.1
101210610,2015-6-29,25.1,5.6
101210610,2015-6-30,26.1,4.4
101210610,2015-7-1,26.7,4.5
101210610,2015-7-2,27.1,5.1
101210610,2015-7-3,27.6,2.6
101210610,2015-7-4,27.4,4.1
101210610,2015-7-5,27.3,3
101210610,2015-7-6,27.1,2.9
101210610,2015-7-7,27,5.4
101210610,2015-7-8,27,8.5
101210610,2015-7-9,26.7,10.5
101210610,2015-7-10,26.9,6.7
101210610,2015-7-11,26.7,12.1
101210610,2015-7-12,26.3,8.7
101210610,2015-7-13,26.4,6.3
101210610,2015-7-14,26.6,7
101210610,2015-7-15,27,2.8
101210610,2015-7-16,27.3,2
101210610,2015-7-17,27.4,2.6
101210610,2015-7-18,27.5,2.7
101210610,2015-7-19,27.6,1.8
101210610,2015-7-20,27.5,2.2
101210610,2015-7-21,27.3,7.4
101210610,2015-7-22,27.3,2.9
101210610,2015-7-23,27.2,2.6
101210610,2015-7-24,27.3,3.7
101210610,2015-7-25,27,6
101210610,2015-7-26,26.8,5.2
101210610,2015-7-27,28.9,8.7
101280305,2015-6-18,26.7,1.7
101280305,2015-6-19,26.5,3.9
101280305,2015-6-20,26.1,5.6
101280305,2015-6-21,25.6,9.9
101280305,2015-6-22,25.7,12.8
101280305,2015-6-23,25.8,19.6
101280305,2015-6-24,25.9,17.3
101280305,2015-6-25,25.9,11.6
101280305,2015-6-26,26.1,6.8
101280305,2015-6-27,26.3,5.4
101280305,2015-6-28,26.6,5.6
101280305,2015-6-29,26.6,5.7
101280305,2015-6-30,26.7,4.2
101280305,2015-7-1,26.7,4.3
101280305,2015-7-2,26.6,5.6
101280305,2015-7-3,26.5,8.1
101280305,2015-7-4,26.4,7.9
101280305,2015-7-5,26.5,9.3
101280305,2015-7-6,26.3,9
101280305,2015-7-7,26.5,8.2
101280305,2015-7-8,26.5,8.7
101280305,2015-7-9,26.6,9.2
101280305,2015-7-10,26.4,10.9
101280305,2015-7-11,26.4,12.4
101280305,2015-7-12,26.5,10.7
101280305,2015-7-13,26.3,10.4
101280305,2015-7-14,26.4,11.8
101280305,2015-7-15,26.1,13.2
101280305,2015-7-16,26.2,6.1
101280305,2015-7-17,26.4,4.7
101280305,2015-7-18,26.6,5.2
101280305,2015-7-19,26.7,4.8
101280305,2015-7-20,26.9,4.1
101280305,2015-7-21,26.9,7.2
101280305,2015-7-22,26.8,8.2
101280305,2015-7-23,26.7,7.2
101280305,2015-7-24,26.8,7.4
101280305,2015-7-25,26.7,6.8
101280305,2015-7-26,26.9,7.3
101280305,2015-7-27,26.7,7.8
101200910,2015-6-18,21.8,0
101200910,2015-6-19,23.3,0
101200910,2015-6-20,22.9,12.5
101200910,2015-6-21,21.2,3.7
101200910,2015-6-22,22.6,0
101200910,2015-6-23,23.8,4.4
101200910,2015-6-24,22.4,5.8
101200910,2015-6-25,22.6,7.9
101200910,2015-6-26,23.1,17.8
101200910,2015-6-27,23.4,16.9
101200910,2015-6-28,23.2,11.7
101200910,2015-6-29,23.8,7.9
101200910,2015-6-30,24.1,11.5
101200910,2015-7-1,24.4,16.2
101200910,2015-7-2,24.9,17
101200910,2015-7-3,25.4,11.2
101200910,2015-7-4,25.8,8.8
101200910,2015-7-5,25.8,9.8
101200910,2015-7-6,25.6,11.6
101200910,2015-7-7,25.2,6.2
101200910,2015-7-8,25.1,8.6
101200910,2015-7-9,24.6,14.9
101200910,2015-7-10,24.4,4
101200910,2015-7-11,25,5.7
101200910,2015-7-12,25.4,5.5
101200910,2015-7-13,25.5,8.7
101200910,2015-7-14,25.5,13.2
101200910,2015-7-15,25.8,10
101200910,2015-7-16,25.9,5.6
101200910,2015-7-17,26.5,2.7
101200910,2015-7-18,26.5,6.9
101200910,2015-7-19,26.4,7.7
101200910,2015-7-20,26.5,5.1
101200910,2015-7-21,26.3,4.9
101200910,2015-7-22,26.5,4.4
101200910,2015-7-23,26.5,8.1
101200910,2015-7-24,26.5,6.5
101200910,2015-7-25,25.9,4.3
101200910,2015-7-26,25.8,4.1
101200910,2015-7-27,29.7,11.6
101191103,2015-6-18,21,1.4
101191103,2015-6-19,23.9,0
101191103,2015-6-20,24.6,2.1
101191103,2015-6-21,23.1,4.8
101191103,2015-6-22,22.4,0
101191103,2015-6-23,23.5,0
101191103,2015-6-24,23.6,2.5
101191103,2015-6-25,23,9.2
101191103,2015-6-26,22.8,18.9
101191103,2015-6-27,23.1,16.5
101191103,2015-6-28,23.2,8.7
101191103,2015-6-29,24,14.7
101191103,2015-6-30,24.5,14.3
101191103,2015-7-1,25.2,9.1
101191103,2015-7-2,25.9,12.9
101191103,2015-7-3,26.5,12.4
101191103,2015-7-4,26.5,10.7
101191103,2015-7-5,26.6,7.7
101191103,2015-7-6,26.7,8.8
101191103,2015-7-7,26.4,10
101191103,2015-7-8,25.9,8.1
101191103,2015-7-9,26,4.7
101191103,2015-7-10,26,10.1
101191103,2015-7-11,25.9,9.3
101191103,2015-7-12,25.7,10.1
101191103,2015-7-13,25.9,9.7
101191103,2015-7-14,26.5,8.1
101191103,2015-7-15,27,7.2
101191103,2015-7-16,27.2,7.8
101191103,2015-7-17,27.4,5.1
101191103,2015-7-18,27.6,7.1
101191103,2015-7-19,27.4,7.7
101191103,2015-7-20,27.4,10.2
101191103,2015-7-21,27.4,5.5
101191103,2015-7-22,27.4,5.1
101191103,2015-7-23,27.7,5.7
101191103,2015-7-24,27.1,7.5
101191103,2015-7-25,26.5,5.2
101191103,2015-7-26,26.3,7
101191103,2015-7-27,29.7,5.7
101290407,2015-6-18,19.6,25.2
101290407,2015-6-19,18.7,17.5
101290407,2015-6-20,18.6,23.3
101290407,2015-6-21,16.9,10.6
101290407,2015-6-22,17,4.6
101290407,2015-6-23,18.3,5.4
101290407,2015-6-24,18.9,6.9
101290407,2015-6-25,19.3,6.1
101290407,2015-6-26,19.1,3.9
101290407,2015-6-27,19.6,4.7
101290407,2015-6-28,19.9,5.6
101290407,2015-6-29,19.9,4.9
101290407,2015-6-30,20,4.5
101290407,2015-7-1,20.1,4.6
101290407,2015-7-2,20.2,7.7
101290407,2015-7-3,20.1,7.6
101290407,2015-7-4,19.9,8.3
101290407,2015-7-5,19.9,11.2
101290407,2015-7-6,19.5,8.8
101290407,2015-7-7,19.6,7.3
101290407,2015-7-8,19.8,6
101290407,2015-7-9,20,8.4
101290407,2015-7-10,19.8,17.6
101290407,2015-7-11,19.1,15.3
101290407,2015-7-12,18.7,12.6
101290407,2015-7-13,18.9,9.5
101290407,2015-7-14,18.9,6.7
101290407,2015-7-15,19.4,6.8
101290407,2015-7-16,19.6,5.4
101290407,2015-7-17,19.6,8.8
101290407,2015-7-18,19.8,6.7
101290407,2015-7-19,19.7,11.3
101290407,2015-7-20,19.4,8.9
101290407,2015-7-21,19.5,6.4
101290407,2015-7-22,19.3,5.4
101290407,2015-7-23,19.4,6.5
101290407,2015-7-24,19.6,9.5
101290407,2015-7-25,19.6,11.1
101290407,2015-7-26,19.3,12.4
101290407,2015-7-27,21.8,12.9
101220605,2015-6-18,20.5,1.5
101220605,2015-6-19,22.9,0
101220605,2015-6-20,24.8,6.3
101220605,2015-6-21,21.7,9.5
101220605,2015-6-22,23,0
101220605,2015-6-23,23.5,0
101220605,2015-6-24,23.4,6.4
101220605,2015-6-25,23.3,12.2
101220605,2015-6-26,23.8,18.4
101220605,2015-6-27,23.8,18.4
101220605,2015-6-28,23.9,13.3
101220605,2015-6-29,24.6,7.9
101220605,2015-6-30,25.6,14.8
101220605,2015-7-1,25.8,10.7
101220605,2015-7-2,26.3,15
101220605,2015-7-3,26.3,14.3
101220605,2015-7-4,26.3,9.7
101220605,2015-7-5,26.5,6.9
101220605,2015-7-6,26.1,7.8
101220605,2015-7-7,26.1,6.7
101220605,2015-7-8,26,9.1
101220605,2015-7-9,25.8,5.6
101220605,2015-7-10,25.7,11.1
101220605,2015-7-11,25.7,4.9
101220605,2015-7-12,25.8,6.9
101220605,2015-7-13,25.9,9.5
101220605,2015-7-14,26.2,5.8
101220605,2015-7-15,26.9,4.9
101220605,2015-7-16,27.2,5.3
101220605,2015-7-17,27.3,4.5
101220605,2015-7-18,27.6,5
101220605,2015-7-19,27.4,6.4
101220605,2015-7-20,27.4,6.1
101220605,2015-7-21,27.3,3.4
101220605,2015-7-22,27.4,3.6
101220605,2015-7-23,27.5,4.6
101220605,2015-7-24,27.5,6.5
101220605,2015-7-25,26.7,5.1
101220605,2015-7-26,26.8,4.7
101220605,2015-7-27,28.6,13.4
101211004,2015-6-18,21,39.2
101211004,2015-6-19,20.2,2.1
101211004,2015-6-20,21.4,1.1
101211004,2015-6-21,19.8,33.3
101211004,2015-6-22,19.4,7.1
101211004,2015-6-23,20.9,0
101211004,2015-6-24,20.9,5.8
101211004,2015-6-25,22,7.5
101211004,2015-6-26,23.2,9.4
101211004,2015-6-27,24.3,15
101211004,2015-6-28,24,12.6
101211004,2015-6-29,24.3,8.2
101211004,2015-6-30,25,7.4
101211004,2015-7-1,25.4,9.1
101211004,2015-7-2,25.7,9.6
101211004,2015-7-3,25.8,9
101211004,2015-7-4,25.7,11.6
101211004,2015-7-5,25.4,8.8
101211004,2015-7-6,25,9.9
101211004,2015-7-7,24.8,11.9
101211004,2015-7-8,25,17.2
101211004,2015-7-9,24.6,10.6
101211004,2015-7-10,24.8,13.3
101211004,2015-7-11,24.4,12.9
101211004,2015-7-12,24.1,12.8
101211004,2015-7-13,24.2,7.9
101211004,2015-7-14,24.3,11.5
101211004,2015-7-15,25,7.4
101211004,2015-7-16,25.2,6.9
101211004,2015-7-17,25.3,7
101211004,2015-7-18,25.4,5.2
101211004,2015-7-19,25.4,7
101211004,2015-7-20,25.4,7.5
101211004,2015-7-21,25.3,9
101211004,2015-7-22,25.2,6.2
101211004,2015-7-23,25.1,6.6
101211004,2015-7-24,25.1,11.4
101211004,2015-7-25,24.9,12.9
101211004,2015-7-26,24.5,9.5
101211004,2015-7-27,29.6,0
101290904,2015-6-18,21.2,9.3
101290904,2015-6-19,21.4,15
101290904,2015-6-20,21.2,8.9
101290904,2015-6-21,21,3.2
101290904,2015-6-22,21.3,2.1
101290904,2015-6-23,20.9,2
101290904,2015-6-24,20.9,2.6
101290904,2015-6-25,21.2,3.7
101290904,2015-6-26,21.5,5.5
101290904,2015-6-27,21.7,7.9
101290904,2015-6-28,21.5,8.1
101290904,2015-6-29,21.3,7.8
101290904,2015-6-30,21.3,5.9
101290904,2015-7-1,21.3,4.8
101290904,2015-7-2,21.4,4.3
101290904,2015-7-3,21.6,5.9
101290904,2015-7-4,21.6,8.7
101290904,2015-7-5,21.5,10
101290904,2015-7-6,21.6,8.7
101290904,2015-7-7,21.2,11.7
101290904,2015-7-8,21.1,9.6
101290904,2015-7-9,20.9,6.3
101290904,2015-7-10,21,6.5
101290904,2015-7-11,20.9,8.4
101290904,2015-7-12,20.6,7.3
101290904,2015-7-13,20.8,5.5
101290904,2015-7-14,21,9.3
101290904,2015-7-15,21,9.3
101290904,2015-7-16,21,6.8
101290904,2015-7-17,21.5,6
101290904,2015-7-18,21.1,7.7
101290904,2015-7-19,21,7.4
101290904,2015-7-20,21.4,6.5
101290904,2015-7-21,21.4,7
101290904,2015-7-22,21.4,6.9
101290904,2015-7-23,21.5,7.6
101290904,2015-7-24,21.3,8.3
101290904,2015-7-25,21.3,5.8
101290904,2015-7-26,21.2,7.4
101290904,2015-7-27,23.7,13.1
101250408,2015-6-18,24.9,24.1
101250408,2015-6-19,23.5,17.5
101250408,2015-6-20,24,19.1
101250408,2015-6-21,23.3,23.3
101250408,2015-6-22,22,9.5
101250408,2015-6-23,23.3,11.6
101250408,2015-6-24,24.3,13.7
101250408,2015-6-25,25.3,4
101250408,2015-6-26,25.7,1.8
101250408,2015-6-27,26,1.7
101250408,2015-6-28,26.3,2.4
101250408,2015-6-29,26.4,2
101250408,2015-6-30,26.4,1.4
101250408,2015-7-1,26.5,1.1
101250408,2015-7-2,26.7,1.7
101250408,2015-7-3,26.5,3.3
101250408,2015-7-4,26.4,4.4
101250408,2015-7-5,26.3,4.4
101250408,2015-7-6,26.1,5.1
101250408,2015-7-7,25.9,4.6
101250408,2015-7-8,25.8,6.6
101250408,2015-7-9,25.9,7.6
101250408,2015-7-10,25.7,11.1
101250408,2015-7-11,25.3,11.1
101250408,2015-7-12,25.3,8.1
101250408,2015-7-13,25.4,12.2
101250408,2015-7-14,25.3,7.4
101250408,2015-7-15,25.5,3.8
101250408,2015-7-16,25.8,4.8
101250408,2015-7-17,25.9,6.6
101250408,2015-7-18,26,4.2
101250408,2015-7-19,26.2,3.8
101250408,2015-7-20,26.4,6.5
101250408,2015-7-21,26.3,4.4
101250408,2015-7-22,26.2,4.5
101250408,2015-7-23,26.4,3.7
101250408,2015-7-24,26.4,4.5
101250408,2015-7-25,26.1,5.9
101250408,2015-7-26,26,5.6
101250408,2015-7-27,29.8,2.1
101050305,2015-6-18,18.9,0
101050305,2015-6-19,19.5,1.9
101050305,2015-6-20,18.6,2.6
101050305,2015-6-21,21.6,3
101050305,2015-6-22,18.1,3.8
101050305,2015-6-23,18.5,1.6
101050305,2015-6-24,21.7,3.4
101050305,2015-6-25,22.3,2.3
101050305,2015-6-26,21.7,3.7
101050305,2015-6-27,20.8,2.5
101050305,2015-6-28,21.1,1.4
101050305,2015-6-29,21,2.1
101050305,2015-6-30,21.3,0
101050305,2015-7-1,21.6,2.2
101050305,2015-7-2,20.6,2.4
101050305,2015-7-3,19.7,4.1
101050305,2015-7-4,20.6,0
101050305,2015-7-5,21.2,3.2
101050305,2015-7-6,21,2.9
101050305,2015-7-7,20.7,2.5
101050305,2015-7-8,19.8,4.4
101050305,2015-7-9,20.9,2.2
101050305,2015-7-10,21.9,1.2
101050305,2015-7-11,21.8,1.7
101050305,2015-7-12,22.2,2.3
101050305,2015-7-13,22.6,3.1
101050305,2015-7-14,22.5,2
101050305,2015-7-15,22.8,2.2
101050305,2015-7-16,23.3,3.4
101050305,2015-7-17,23.4,6.3
101050305,2015-7-18,22.9,3.2
101050305,2015-7-19,22.4,4.1
101050305,2015-7-20,22,5.1
101050305,2015-7-21,20.7,9.3
101050305,2015-7-22,21.2,3.7
101050305,2015-7-23,21.8,5.3
101050305,2015-7-24,21.4,10.4
101050305,2015-7-25,20.9,6.6
101050305,2015-7-26,21,4.5
101050305,2015-7-27,21,0.8
101280407,2015-6-18,25.5,2
101280407,2015-6-19,25,4.6
101280407,2015-6-20,24.8,7.1
101280407,2015-6-21,24.2,7.2
101280407,2015-6-22,24,11.6
101280407,2015-6-23,24.2,11.8
101280407,2015-6-24,24.4,16.2
101280407,2015-6-25,24.4,7.4
101280407,2015-6-26,24.8,4
101280407,2015-6-27,25.2,2.8
101280407,2015-6-28,25.5,3.3
101280407,2015-6-29,25.5,4.7
101280407,2015-6-30,25.5,3
101280407,2015-7-1,25.5,2.6
101280407,2015-7-2,25.4,3.3
101280407,2015-7-3,25.2,4.3
101280407,2015-7-4,25.1,7
101280407,2015-7-5,25,7.5
101280407,2015-7-6,24.9,8.5
101280407,2015-7-7,25,7.3
101280407,2015-7-8,25,6.4
101280407,2015-7-9,25.2,7.2
101280407,2015-7-10,24.9,10.8
101280407,2015-7-11,24.9,10.8
101280407,2015-7-12,24.9,9.8
101280407,2015-7-13,25,8.1
